,loading,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,product_code_A,product_code_B,product_code_C,product_code_D,product_code_E,attribute_0_material_5,attribute_0_material_7,attribute_1_material_5,attribute_1_material_6,attribute_1_material_8,attribute_2_5,attribute_2_6,attribute_2_8,attribute_2_9,attribute_3_5,attribute_3_6,attribute_3_8,attribute_3_9,"measurement_0_grouped_(-0.001, 3.0]","measurement_0_grouped_(3.0, 4.0]","measurement_0_grouped_(4.0, 5.0]","measurement_0_grouped_(5.0, 6.0]","measurement_0_grouped_(6.0, 7.0]","measurement_0_grouped_(7.0, 8.0]","measurement_0_grouped_(8.0, 9.0]","measurement_0_grouped_(9.0, 11.0]","measurement_0_grouped_(11.0, 13.0]","measurement_0_grouped_(13.0, 29.0]","measurement_1_grouped_(-0.001, 4.0]","measurement_1_grouped_(4.0, 6.0]","measurement_1_grouped_(6.0, 7.0]","measurement_1_grouped_(7.0, 9.0]","measurement_1_grouped_(9.0, 10.0]","measurement_1_grouped_(10.0, 13.0]","measurement_1_grouped_(13.0, 29.0]","measurement_2_grouped_(-0.001, 2.0]","measurement_2_grouped_(2.0, 3.0]","measurement_2_grouped_(3.0, 4.0]","measurement_2_grouped_(4.0, 5.0]","measurement_2_grouped_(5.0, 6.0]","measurement_2_grouped_(6.0, 7.0]","measurement_2_grouped_(7.0, 8.0]","measurement_2_grouped_(8.0, 9.0]","measurement_2_grouped_(9.0, 11.0]","measurement_2_grouped_(11.0, 24.0]"
10647,104.38,14,6,4,16.931,11.714,16.772,16.823,10.045,19.956,11.563,16.527,18.455,10.838,15.19,17.46,17.678,14.693,697.445,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6704,95.55,6,8,7,17.84,11.278,16.606,17.706,12.55,21.423,10.277,16.564,18.05,12.88,16.149,,18.621,15.161,705.918,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26069,103.49,6,13,5,16.345,12.297,17.556,16.627,12.416,20.169,9.541,17.873,19.164,9.531,15.038,14.93,15.506,16.605,740.924,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
19801,160.58,7,10,5,19.51,10.692,16.668,17.407,11.31,19.288,13.381,18.284,19.302,12.824,14.599,17.884,13.871,16.942,700.32,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5727,95.58,1,8,9,16.227,11.416,19.361,16.108,11.439,18.605,11.598,,19.322,9.662,18.711,17.029,13.679,19.808,715.947,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
23125,184.28,7,8,4,16.739,12.376,16.808,18.519,11.785,19.923,9.333,15.674,19.264,10.338,13.9,12.499,15.117,17.125,818.944,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6768,133.19,7,8,4,17.316,11.242,16.257,16.533,11.115,18.107,9.327,15.745,19.394,12.468,13.922,16.406,13.073,18.855,532.169,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7761,95.98,9,16,8,18.272,11.942,18.035,17.892,12.365,19.477,11.048,18.17,19.235,13.27,14.958,16.431,17.327,16.873,797.579,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
15002,166.4,1,11,8,17.371,10.61,17.302,17.196,10.615,18.933,8.881,18.032,19.687,8.749,17.547,16.167,17.208,18.519,560.715,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
25663,99.35,9,11,8,18.635,11.286,17.157,16.734,11.109,17.586,14.005,18.152,17.583,15.301,15.897,17.618,14.821,15.27,,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5668,56.65,6,10,10,19.353,12.137,16.666,17.848,12.598,18.781,10.077,16.837,17.152,12.197,15.621,16.709,15.586,15.629,773.013,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12565,106.7,4,9,2,17.772,12.767,17.039,16.865,11.486,19.441,13.429,16.52,19.599,12.332,15.589,16.922,16.555,19.547,793.347,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
15989,79.46,8,8,5,18.383,12.35,16.346,17.723,10.547,17.952,10.114,15.473,17.911,11.877,14.817,19.249,17.407,13.463,466.789,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25722,132.83,11,13,2,16.175,12.403,17.466,18.138,12.197,19.291,11.995,15.671,21.247,11.783,15.736,,,15.201,841.82,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2820,120.63,8,7,6,17.108,10.932,17.805,15.599,11.707,18.859,12.37,15.457,19.416,11.517,15.878,19.215,11.951,15.667,665.495,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23191,98.79,6,8,3,17.428,11.221,17.143,17.607,10.747,19.258,13.187,20.03,18.73,11.48,14.868,15.339,14.325,15.706,732.226,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4663,147.87,13,6,3,19.807,11.061,17.323,15.526,13.121,19.552,11.193,15.659,21.766,,15.539,17.216,,16.742,724.882,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14378,111.48,13,4,4,17.573,13.785,18.265,17.433,10.353,21.229,10.634,15.295,,,16.631,18.863,15.894,15.078,874.911,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26567,115.62,1,10,1,15.67,11.535,16.778,18.385,11.63,19.279,11.407,16.437,17.476,8.668,15.069,16.599,15.59,14.065,750.364,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4502,75.94,17,7,5,18.27,12.21,18.724,16.817,11.134,17.89,12.201,17.406,21.049,12.029,15.511,14.964,13.3,15.927,681.537,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13775,138.57,8,11,3,20.074,13.874,17.483,16.502,12.89,19.322,12.102,16.008,21.06,12.575,15.978,13.183,15.319,16.715,812.139,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15764,88.23,5,10,2,17.413,10.956,17.395,17.584,11.124,17.375,11.214,17.305,14.979,,14.398,13.302,14.22,18.258,532.576,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2118,88.15,15,4,7,18.093,13.081,17.82,15.965,11.006,18.045,12.633,15.53,18.661,13.521,16.912,15.206,,15.372,627.218,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7558,114.94,10,6,8,18.369,9.543,16.55,17.098,10.012,20.484,11.968,14.035,19.373,10.586,16.362,14.709,12.151,16.094,458.987,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19329,121.04,13,6,5,17.543,12.638,16.815,16.575,12.672,18.303,,15.902,20.114,10.173,14.457,15.206,,,592.283,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20744,136.28,6,12,6,18.026,11.021,18.329,17.206,13.44,18.965,11.087,,18.269,9.577,14.552,16.488,12.787,15.563,835.123,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9606,131.76,5,11,11,18.576,11.114,17.474,16.654,13.166,18.469,11.116,15.372,17.177,11.643,,17.189,13.825,17.206,819.313,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11289,141.56,5,5,9,18.425,14.701,16.879,17.244,11.658,18.225,12.363,17.024,17.904,11.325,,18.107,16.781,14.491,644.892,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12727,142.63,8,8,2,17.581,13.356,17.981,18.013,11.671,19.419,11.488,17.839,16.933,10.577,13.992,16.37,14.944,17.017,785.344,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8808,142.73,6,7,16,18.456,11.391,17.503,17.25,11.516,18.787,11.695,16.763,20.313,11.157,15.625,16.301,13.978,16.804,701.22,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16532,147.62,4,10,9,18.49,,20.569,17.462,13.069,,11.224,18.111,21.01,12.004,16.814,17.122,14.093,14.548,887.721,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6330,234.39,3,5,11,17.63,14.132,17.056,17.556,10.874,18.849,11.228,16.291,17.166,11.551,17.592,16.785,17.897,13.78,723.495,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18376,106.49,7,6,13,18.778,11.955,18.058,17.835,11.162,17.952,,17.62,17.707,,15.091,17.5,13.754,18.433,727.127,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26451,156.07,8,13,7,18.344,12.234,16.928,16.955,10.753,19.406,13.316,14.86,19.214,12.603,17.504,15.701,14.976,17.192,740.472,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1021,202.87,13,2,6,16.841,10.532,16.683,16.866,10.923,19.334,,16.079,18.327,12.302,16.453,14.232,16.161,16.948,643.081,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2220,93.1,12,2,2,18.715,12.224,16.958,16.795,,18.623,12.272,16.635,18.938,12.614,15.456,14.918,14.576,17.371,602.185,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9944,81.86,9,2,10,17.943,12.906,18.119,15.399,11.257,19.909,11.717,15.576,17.166,10.92,16.357,17.117,15.54,15.001,758.136,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20993,215.97,9,17,10,17.42,9.79,15.971,18.628,11.489,19.77,11.972,19.249,18.673,,16.02,15.4,14.597,17.118,754.501,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4316,93.01,12,6,3,17.232,11.823,17.751,16.574,11.154,18.722,11.421,15.576,19.8,11.413,15.534,16.359,15.533,16.766,677.059,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12096,149.9,8,6,1,17.144,11.005,17.594,19.455,11.906,18.771,11.786,16.452,19.177,12.108,15.136,16.838,15.148,16.227,736.48,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17241,119.21,8,12,12,15.941,12.18,16.957,18.18,12.881,,12.6,14.604,19.647,12.128,15.07,14.849,14.6,15.342,773.764,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7185,121.02,6,12,6,18.066,11.584,16.759,15.805,10.677,19.154,11.629,14.101,21.782,11.397,16.976,15.846,15.251,18.109,601.317,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
17920,107.93,5,3,6,18.219,11.604,15.864,18.022,12.439,18.91,10.13,17.519,,14.679,16.131,12.811,15.351,15.07,707.306,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1886,107.22,10,3,2,18.404,11.243,17.996,,13.572,19.292,11.38,17.73,19.061,12.503,16.558,13.771,13.65,17.273,,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
768,145.63,19,5,6,17.655,11.562,16.238,17.657,12.119,17.562,11.349,16.136,17.609,10.074,17.095,13.378,13.649,16.634,,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17250,80.6,5,6,7,16.859,11.298,17.624,16.403,11.917,19.057,11.988,17.896,18.101,12.933,15.668,14.807,14.032,17.269,617.966,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25683,97.09,2,7,7,18.968,10.892,18.223,17.85,11.73,17.211,13.924,13.886,,9.927,15.122,13.26,13.41,18.543,668.28,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1499,166.79,11,14,7,17.904,13.09,16.716,15.969,12.231,18.85,11.845,15.932,18.661,10.964,17.474,16.32,14.66,18.285,653.697,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
11650,110.45,15,9,7,17.946,12.583,17.777,17.435,11.365,17.79,11.092,16.501,18.178,10.404,14.522,15.581,16.648,17.86,595.228,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
23377,210.31,5,6,6,16.511,10.829,15.628,18.279,12.062,20.173,11.552,13.046,19.397,11.521,15.85,17.339,14.546,,694.543,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19577,108.99,8,15,11,16.058,13.12,17.229,17.323,10.919,17.418,11.744,15.207,19.161,10.728,15.059,15.093,,17.476,516.78,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18082,95.84,4,8,9,17.541,11.586,16.799,18.144,13.105,18.918,12.336,17.608,17.42,12.431,16.259,17.169,12.95,19.276,,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24151,141.74,4,8,7,16.808,11.458,20.104,19.259,13.681,18.328,11.027,15.416,19.793,11.581,15.609,15.795,15.698,14.638,959.733,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
94,127.43,11,4,3,19.543,10.925,16.295,16.699,11.161,19.045,12.451,15.294,19.426,9.439,16.749,14.07,14.589,15.176,605.448,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14553,170.57,1,12,5,16.971,11.596,17.413,18.668,11.17,18.789,10.495,17.141,16.686,11.183,,17.716,16.378,15.056,645.466,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25890,140.19,10,13,4,18.936,13.304,16.451,16.435,11.733,17.966,11.356,15.139,20.342,12.578,15.114,15.267,16.883,18.595,,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
18544,99.01,9,11,6,19.105,12.303,17.771,17.736,12.094,18.19,13.332,13.948,19.326,10.524,,,13.406,17.787,765.142,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24041,85.2,12,6,5,19.986,12.061,18.503,18.142,,19.113,10.784,15.44,20.831,10.419,17.007,14.766,15.214,15.488,854.137,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22783,54.73,1,14,2,19.195,10.865,16.904,16.303,,16.911,10.856,18.869,20.54,10.159,15.904,16.233,16.915,17.003,376.928,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9219,148.08,2,10,5,17.155,10.65,16.502,17.058,10.786,17.741,10.032,14.099,21.859,12.062,15.959,15.506,17.788,16.23,499.837,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15079,188.46,10,9,6,18.16,10.287,17.527,16.244,11.004,17.204,10.812,16.999,18.72,14.399,15.566,15.306,15.505,12.95,493.047,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20228,89.45,2,11,4,18.436,10.663,16.909,18.199,9.285,19.382,10.114,17.485,17.556,13.141,15.064,13.531,14.362,16.556,669.515,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2690,137.58,10,4,3,18.294,11.119,17.028,17.013,12.352,18.953,9.121,16.457,20.501,10.307,14.785,17.321,14.018,15.343,682.131,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15163,87.69,12,6,7,16.779,11.676,16.298,17.298,9.774,18.883,11.838,16.247,20.047,10.267,15.168,15.873,12.269,15.645,576.697,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2980,109.72,7,1,4,17.647,11.13,17.371,18.819,12.148,19.893,,15.418,21.029,12.156,14.19,12.056,13.026,16.945,819.414,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16520,148.71,5,6,12,18.31,13.376,18.146,,11.991,20.516,,,18.842,11.612,14.684,17.44,12.583,18.233,823.525,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6245,121.83,8,10,16,16.048,11.721,16.728,17.303,12.036,18.458,11.633,16.049,19.004,13.786,15.065,16.384,,15.736,687.201,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8500,98.92,6,8,3,18.354,12.916,17.174,18.853,10.982,19.696,11.074,15.473,19.98,12.62,16.643,16.45,16.397,17.48,691.869,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24730,148.99,9,8,3,17.33,13.233,18.311,17.95,12.121,18.251,13.221,18.7,18.376,12.003,15.624,18.604,14.356,16.859,881.066,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20461,122.1,18,4,5,17.641,12.409,,18.322,11.338,18.114,9.862,15.681,18.904,11.201,15.71,17.26,15.02,16.325,729.369,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22623,125.91,5,12,2,16.696,11.585,16.765,18.122,11.627,21.299,13.625,15.056,17.489,11.021,15.809,16.757,17.365,14.705,925.851,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17474,102.97,4,16,7,18.281,9.161,17.53,19.131,12.373,17.55,12.003,13.943,20.436,11.938,,15.167,,14.666,838.598,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
19127,177.77,6,19,2,16.333,13.866,17.655,17.626,11.388,19.193,10.213,18.396,17.375,12.064,16.354,17.161,13.188,18.917,702.976,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2450,171.51,6,7,8,17.034,,16.946,19.833,11.355,18.424,11.777,16.229,19.553,10.693,14.763,15.823,15.713,15.468,717.495,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1163,87.12,5,3,10,19.653,12.49,17.143,17.595,13.222,20.725,11.979,15.734,,13.34,15.432,,12.807,16.61,883.244,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3375,215.38,11,2,8,16.491,12.028,15.947,16.462,11.859,18.219,12.618,17.78,18.562,14.561,15.499,15.46,13.658,,547.011,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13350,124.3,8,10,0,16.404,10.45,15.86,20.041,11.794,19.457,11.878,15.104,,,14.259,13.527,13.544,14.813,711.311,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10077,176.01,6,7,6,16.531,11.628,16.036,18.124,12.303,18.792,12.182,,22.601,12.348,,15.843,13.286,16.84,705.99,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6058,88.09,9,6,12,17.931,12.322,16.814,15.619,11.585,19.441,10.368,17.041,19.709,13.287,15.839,17.275,16.756,15.582,679.113,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217,96.63,9,4,6,17.305,13.243,15.635,18.224,11.988,18.889,10.724,16.822,22.993,10.485,15.166,,,14.192,649.417,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24482,133.42,12,3,6,17.253,11.112,16.257,17.911,10.699,18.558,10.304,17.788,19.905,10.056,15.483,14.2,14.402,15.222,580.583,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
